,Date,Team,name,Notes,year_start,year_end,position,height,weight,birth_date,college,Strains/Sprains,Dislocations,Arm Fractures,Leg Fractures,Injury Type,Estimated Medical Costs (2012)
5245,12/01/16,Jazz,George Hill,sprained left big toe (DTD),2009,2018,G,3-Jun,188,4-May-86,Indiana University-Purdue University Indianapolis,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5246,12/01/16,Jazz,Rodney Hood,strained right hamstring (DTD),2015,2018,G-F,8-Jun,206,20-Oct-92,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5247,12/01/16,Mavericks,Andrew Bogut,rest (DTD),2006,2018,C,Jul-00,260,28-Nov-84,University of Utah,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5248,12/01/16,Mavericks,Seth Curry,bruised/strained/sprained right knee (DTD),2014,2017,G,2-Jun,185,23-Aug-90,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5249,12/02/16,76ers,Robert Covington,sprained left ankle (DTD),2014,2018,F,9-Jun,215,14-Dec-90,Tennessee State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5250,12/02/16,Clippers,J.J. Redick,rest (DTD),2007,2018,G,4-Jun,190,24-Jun-84,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5251,12/02/16,Raptors,DeMarre Carroll,rest (DTD),2010,2018,F,8-Jun,215,27-Jul-86,University of Missouri,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5252,12/03/16,76ers,Joel Embiid,rest (DTD),2017,2018,C-F,Jul-00,250,16-Mar-94,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5253,12/03/16,76ers,Robert Covington,sprained left knee (DTD),2014,2018,F,9-Jun,215,14-Dec-90,Tennessee State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5254,12/03/16,Bulls,Dwyane Wade,DNP,2004,2018,G,4-Jun,220,17-Jan-82,Marquette University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5255,12/03/16,Nets,Trevor Booker,illness (DTD),2011,2018,F,8-Jun,228,25-Nov-87,Clemson University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5256,12/05/16,76ers,Jahlil Okafor,gastroenteritis (DTD),2016,2018,C-F,11-Jun,275,15-Dec-95,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5257,12/05/16,Heat,James Johnson,strained rotator cuff in right shoulder (DTD),2010,2018,F,9-Jun,250,20-Feb-87,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5258,12/05/16,Pelicans,E'Twaun Moore,sore toe (DTD),2012,2018,G,4-Jun,191,28-Feb-89,Purdue University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5259,12/05/16,Pelicans,Jrue Holiday,turf toe (DTD),2010,2018,G,4-Jun,205,12-Jun-90,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5260,12/05/16,Grizzlies,Brandan Wright,left ankle injury (DTD),2008,2018,F-C,10-Jun,210,5-Oct-87,University of North Carolina,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5261,12/05/16,Nets,Caris LeVert,sore foot (DTD),2017,2018,G-F,7-Jun,203,25-Aug-94,University of Michigan,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5262,12/06/16,76ers,Joel Embiid,rest (DTD),2017,2018,C-F,Jul-00,250,16-Mar-94,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5263,12/06/16,Celtics,Isaiah Thomas,sore/strained groin (DTD),2012,2017,G,9-May,185,7-Feb-89,University of Washington,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5264,12/06/16,Heat,Luke Babbitt,strained right hip flexor (DTD),2011,2018,F,9-Jun,225,20-Jun-89,"University of Nevada, Reno",TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5265,12/06/16,Lakers,Tarik Black,sprained right ankle (DTD),2015,2018,C-F,9-Jun,250,22-Nov-91,University of Kansas,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5266,12/06/16,Mavericks,Andrew Bogut,bone bruise in right knee (DTD),2006,2018,C,Jul-00,260,28-Nov-84,University of Utah,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5267,12/07/16,Heat,Rodney McGruder,sore ankle (DTD),2017,2017,G,4-Jun,205,29-Jul-91,Kansas State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5268,12/07/16,Jazz,Rodney Hood,strained/sore right hamstring (DTD),2015,2018,G-F,8-Jun,206,20-Oct-92,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5269,12/07/16,Nuggets,Jamal Murray,bruised left quadricep (DTD),2017,2018,G,4-Jun,207,23-Feb-97,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5270,12/08/16,Jazz,Gordon Hayward,left finger injury (DTD),2011,2018,F-G,8-Jun,226,23-Mar-90,Butler University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5271,12/09/16,Kings,Matt Barnes,rest (DTD),2004,2017,F,7-Jun,226,9-Mar-80,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5272,12/09/16,Raptors,DeMarre Carroll,rest (DTD),2010,2018,F,8-Jun,215,27-Jul-86,University of Missouri,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5273,12/10/16,76ers,Joel Embiid,right elbow inflammation / rest (DTD),2017,2018,C-F,Jul-00,250,16-Mar-94,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5274,12/10/16,Blazers,Al-Farouq Aminu,back injury (DTD),2011,2018,F,9-Jun,220,21-Sep-90,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5275,12/10/16,Clippers,Blake Griffin,sore right knee (DTD),2011,2018,F,10-Jun,251,16-Mar-89,University of Oklahoma,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5276,12/10/16,Nuggets,Wilson Chandler,right hip injury (DTD),2008,2018,F,8-Jun,225,10-May-87,DePaul University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5277,12/10/16,Pelicans,Anthony Davis,rest (DTD),2013,2018,F-C,10-Jun,253,11-Mar-93,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5278,12/11/16,Clippers,Austin Rivers,concussion (DTD),2013,2018,G,4-Jun,200,1-Aug-92,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5279,12/12/16,Kings,Matt Barnes,rest (DTD),2004,2017,F,7-Jun,226,9-Mar-80,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5280,12/12/16,Nuggets,Darrell Arthur,sore knee (DTD),2009,2018,F,9-Jun,235,25-Mar-88,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5281,12/12/16,Suns,Alex Len,bruised right hip (DTD),2014,2018,C,1-Jul,260,16-Jun-93,University of Maryland,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5282,12/13/16,Thunder,Victor Oladipo,sprained right wrist (DTD),2014,2018,G,4-Jun,210,4-May-92,Indiana University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5283,12/14/16,76ers,Nerlens Noel,sprained left ankle (DTD),2015,2018,C-F,11-Jun,228,10-Apr-94,University of Kentucky,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5284,12/14/16,Bucks,Michael Beasley,sprained left foot (DTD),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5285,12/14/16,Cavaliers,Kevin Love,rest (DTD),2009,2018,F,10-Jun,251,7-Sep-88,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5286,12/14/16,Clippers,Luc Mbah a Moute,sprained right shoulder (DTD),2009,2018,F,8-Jun,230,9-Sep-86,"University of California, Los Angeles",TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5287,12/14/16,Grizzlies,Deyonta Davis,plantar fasciitis in left foot (DTD),2017,2018,F-C,11-Jun,237,2-Dec-96,Michigan State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5288,12/14/16,Kings,DeMarcus Cousins,rest (DTD),2011,2018,C-F,11-Jun,270,13-Aug-90,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5289,12/14/16,Knicks,Derrick Rose,back spasms (DTD),2009,2018,G,3-Jun,190,4-Oct-88,University of Memphis,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5290,12/14/16,Pelicans,Tim Frazier,sprained right wrist (DTD),2015,2018,G,1-Jun,170,1-Nov-90,Pennsylvania State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5291,12/14/16,Wizards,Markieff Morris,sore left foot (DTD),2012,2018,F,10-Jun,245,2-Sep-89,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5292,12/15/16,76ers,Jerryd Bayless,surgery on left wrist to repair torn ligament (out for season),2009,2018,G,3-Jun,200,20-Aug-88,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5293,12/15/16,Pacers,Rodney Stuckey,sore/strained left hamstring (DTD),2008,2017,G,5-Jun,210,21-Apr-86,Eastern Washington University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5294,12/16/16,76ers,Hollis Thompson,sore right knee (DTD),2014,2017,G-F,8-Jun,206,3-Apr-91,Georgetown University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5295,12/16/16,Cavaliers,Chris Andersen,torn ACL in right knee (out for season),2002,2017,F-C,10-Jun,245,7-Jul-78,Blinn College,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5296,12/16/16,Heat,Tyler Johnson,illness (DTD),2015,2018,G,4-Jun,186,7-May-92,"California State University, Fresno",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5297,12/16/16,Pelicans,Solomon Hill,personal reasons (DTD),2014,2017,F,7-Jun,225,18-Mar-91,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5298,12/17/16,Heat,Wayne Ellington,strained right hamstring (DTD),2010,2018,G,4-Jun,200,29-Oct-87,University of North Carolina,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5299,12/17/16,Lakers,Tarik Black,sore right ankle (DTD),2015,2018,C-F,9-Jun,250,22-Nov-91,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5300,12/18/16,76ers,Nik Stauskas,sore left knee (DTD),2015,2018,G,6-Jun,205,7-Oct-93,University of Michigan,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5301,12/18/16,Raptors,Cory Joseph,flu (DTD),2012,2018,G,3-Jun,193,20-Aug-91,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5302,12/18/16,Wizards,Jason Smith,strained right hamstring (DTD),2008,2018,F-C,Jul-00,245,2-Mar-86,Colorado State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5303,12/18/16,Wizards,Kelly Oubre,concussion (DTD),2016,2018,F,7-Jun,205,9-Dec-95,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5304,12/19/16,Cavaliers,Kevin Love,bruised left knee (DTD),2009,2018,F,10-Jun,251,7-Sep-88,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5305,12/19/16,Clippers,Blake Griffin,arthroscopic surgery on right knee (out indefinitely) (date approximate),2011,2018,F,10-Jun,251,16-Mar-89,University of Oklahoma,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5306,12/19/16,Heat,Rodney McGruder,sprained left ankle (DTD),2017,2017,G,4-Jun,205,29-Jul-91,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5307,12/20/16,Blazers,Evan Turner,sprained left ankle (DTD),2011,2018,G,7-Jun,220,27-Oct-88,Ohio State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5308,12/20/16,Jazz,Derrick Favors,rehab of left knee (DTD),2011,2018,F-C,10-Jun,265,15-Jul-91,Georgia Institute of Technology,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5309,12/20/16,Nets,Isaiah Whitehead,sore left foot (DTD),2017,2018,G,4-Jun,213,8-Mar-95,Seton Hall University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5310,12/21/16,Jazz,Rodney Hood,flu (DTD),2015,2018,G-F,8-Jun,206,20-Oct-92,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5311,12/23/16,76ers,Nik Stauskas,bruised right knee (DTD),2015,2018,G,6-Jun,205,7-Oct-93,University of Michigan,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5312,12/23/16,76ers,Richaun Holmes,concussion (DTD),2016,2018,F-C,10-Jun,245,15-Oct-93,Bowling Green State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5313,12/23/16,Clippers,Chris Paul,strained left hamstring (DTD),2006,2018,G,Jun-00,175,6-May-85,Wake Forest University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5314,12/23/16,Hawks,Kyle Korver,illness (DTD),2004,2018,G-F,7-Jun,212,17-Mar-81,Creighton University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5315,12/23/16,Bucks,Michael Beasley,sprained left foot (DTD),2009,2018,F,9-Jun,235,9-Jan-89,Kansas State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5316,12/23/16,Lakers,Tarik Black,sprained right ankle (DTD),2015,2018,C-F,9-Jun,250,22-Nov-91,University of Kansas,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5317,12/26/16,Bucks,Steve Novak,illness (DTD),2007,2017,F,10-Jun,225,13-Jun-83,Marquette University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5318,12/26/16,Clippers,J.J. Redick,sore left hamstring (DTD),2007,2018,G,4-Jun,190,24-Jun-84,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5319,12/27/16,Grizzlies,Chandler Parsons,rest (DTD),2012,2018,F,10-Jun,230,25-Oct-88,University of Florida,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5320,12/27/16,Heat,Josh McRoberts,stress fracture in left foot (DTD),2008,2017,F,10-Jun,240,28-Feb-87,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5321,12/27/16,Knicks,Courtney Lee,sore right wrist (DTD),2009,2018,G,5-Jun,200,3-Oct-85,Western Kentucky University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5322,12/27/16,Nets,Jeremy Lin,strained left hamstring (DTD),2011,2018,G,3-Jun,200,23-Aug-88,Harvard University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5323,12/27/16,Pacers,Rodney Stuckey,sore left hamstring (DTD),2008,2017,G,5-Jun,210,21-Apr-86,Eastern Washington University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5324,12/27/16,Rockets,Patrick Beverley,bruised left quadricep (DTD),2013,2018,G,1-Jun,185,12-Jul-88,University of Arkansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5325,12/28/16,Nets,Joe Harris,hip pointer (DTD),2015,2018,G,6-Jun,219,6-Sep-91,University of Virginia,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5326,12/28/16,Spurs,Kawhi Leonard,gastroenteritis (DTD),2012,2018,F,7-Jun,230,29-Jun-91,San Diego State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5327,12/28/16,Wizards,Bradley Beal,right ankle injury (DTD),2013,2018,G,5-Jun,207,28-Jun-93,University of Florida,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5328,12/28/16,Wizards,Daniel Ochefu,illness (DTD),2017,2017,C,11-Jun,245,15-Dec-93,Villanova University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5329,12/29/16,76ers,Joel Embiid,rest (DTD),2017,2018,C-F,Jul-00,250,16-Mar-94,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5330,12/29/16,Raptors,Patrick Patterson,strained left knee (DTD),2011,2018,F,9-Jun,230,14-Mar-89,University of Kentucky,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5331,12/30/16,76ers,Jahlil Okafor,tightness in left hamstring (DTD),2016,2018,C-F,11-Jun,275,15-Dec-95,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5332,12/30/16,Bucks,Matthew Dellavedova,strained right hamstring (DTD),2014,2018,G,4-Jun,198,8-Sep-90,Saint Mary's College of California,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5333,12/30/16,Celtics,Avery Bradley,illness (DTD),2011,2018,G,2-Jun,180,26-Nov-90,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5334,12/30/16,Clippers,Chris Paul,sore left hamstring (DTD),2006,2018,G,Jun-00,175,6-May-85,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5335,12/30/16,Pistons,Marcus Morris,sore left knee (DTD),2012,2018,F,9-Jun,235,2-Sep-89,University of Kansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5336,12/30/16,Knicks,Courtney Lee,sore right wrist (DTD),2009,2018,G,5-Jun,200,3-Oct-85,Western Kentucky University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5337,12/30/16,Knicks,Maurice Ndour,sprained right ankle (DTD),2017,2017,F,9-Jun,200,18-Jun-92,Ohio University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5338,12/31/16,Bucks,Miles Plumlee,sprained right index finger (DTD),2013,2018,C-F,11-Jun,249,1-Sep-88,Duke University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5339,12/31/16,Cavaliers,Kyrie Irving,tightness in right hamstring (DTD),2012,2018,G,3-Jun,193,23-Mar-92,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5340,12/31/16,Rockets,Patrick Beverley,sore right wrist (DTD),2013,2018,G,1-Jun,185,12-Jul-88,University of Arkansas,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5341,01/01/17,Heat,Hassan Whiteside,right eye injury (DTD),2011,2018,C,Jul-00,265,13-Jun-89,Marshall University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5342,01/01/17,Heat,Justise Winslow,torn labrum in right shoulder (out for season),2016,2018,F,7-Jun,225,26-Mar-96,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5343,01/01/17,Kings,Ty Lawson,sinus fracture (DTD),2010,2017,G,11-May,195,3-Nov-87,University of North Carolina,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5344,01/01/17,Pistons,Aron Baynes,sprained left ankle (DTD),2013,2018,C,10-Jun,260,9-Dec-86,Washington State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5345,01/02/17,Celtics,Tyler Zeller,sinus ailment (DTD),2013,2018,F-C,Jul-00,253,17-Jan-90,University of North Carolina,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5346,01/02/17,Warriors,JaVale McGee,illness (DTD),2009,2018,C,Jul-00,270,19-Jan-88,"University of Nevada, Reno",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5347,01/03/17,Bulls,Denzel Valentine,sore/sprained left ankle (DTD),2017,2018,G,6-Jun,212,16-Nov-93,Michigan State University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5348,01/03/17,Heat,James Johnson,illness (DTD),2010,2018,F,9-Jun,250,20-Feb-87,Wake Forest University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5349,01/03/17,Heat,Tyler Johnson,migraine headache (DTD),2015,2018,G,4-Jun,186,7-May-92,"California State University, Fresno",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5350,01/03/17,Pelicans,Quincy Pondexter,arthroscopic surgery on left knee (out for season),2011,2018,G-F,7-Jun,220,10-Mar-88,University of Washington,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5351,01/03/17,Pistons,Michael Gbinije,left forearm injury (DTD),2017,2017,G,7-Jun,200,5-Jun-92,Syracuse University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5352,01/03/17,Suns,Brandon Knight,sprained right wrist / migraine headache (DTD),2012,2017,G,3-Jun,189,2-Dec-91,University of Kentucky,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5353,01/03/17,Kings,Rudy Gay,strained right hip flexor (DTD),2007,2018,F,8-Jun,230,17-Aug-86,University of Connecticut,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5354,01/04/17,Cavaliers,Kevin Love,illness (DTD),2009,2018,F,10-Jun,251,7-Sep-88,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5355,01/04/17,Grizzlies,JaMychal Green,fractured facial bone (DTD),2015,2018,F,9-Jun,227,21-Jun-90,University of Alabama,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5356,01/04/17,Nets,Rondae Hollis-Jefferson,right hip tendinitis (DTD),2016,2018,F,7-Jun,220,3-Jan-95,University of Arizona,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5357,01/05/17,Heat,Justise Winslow,surgery on right shoulder to repair torn labrum (out for season),2016,2018,F,7-Jun,225,26-Mar-96,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5358,01/05/17,Lakers,Luol Deng,right biceps tendinitis (DTD),2005,2018,F,9-Jun,220,16-Apr-85,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5359,01/05/17,Nuggets,Kenneth Faried,sore lower back (DTD),2012,2018,F,8-Jun,228,19-Nov-89,Morehead State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5360,01/06/17,Bucks,Miles Plumlee,finger injury (DTD),2013,2018,C-F,11-Jun,249,1-Sep-88,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5361,01/06/17,Celtics,Jordan Mickey,illness (DTD),2016,2018,F,8-Jun,235,9-Jul-94,Louisiana State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5362,01/07/17,Heat,Josh Richardson,sprained left foot (DTD),2016,2018,G,6-Jun,200,15-Sep-93,University of Tennessee,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5363,01/07/17,Nuggets,Gary Harris,sore groin (DTD),2015,2018,G,4-Jun,210,14-Sep-94,Michigan State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5364,01/07/17,Spurs,David Lee,bruised left knee (DTD),1968,1969,F,7-Jun,225,31-Mar-42,University of San Francisco,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5365,01/07/17,Spurs,David Lee,bruised left knee (DTD),2006,2017,F,9-Jun,245,29-Apr-83,University of Florida,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5366,01/08/17,Clippers,Austin Rivers,illness (DTD),2013,2018,G,4-Jun,200,1-Aug-92,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5367,01/08/17,Heat,Luke Babbitt,flu (DTD),2011,2018,F,9-Jun,225,20-Jun-89,"University of Nevada, Reno",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5368,01/09/17,Hornets,Cody Zeller,illness (DTD),2014,2018,C-F,Jul-00,240,5-Oct-92,Indiana University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5369,01/09/17,Nets,Trevor Booker,bruised left hip (DTD),2011,2018,F,8-Jun,228,25-Nov-87,Clemson University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5370,01/09/17,Rockets,Eric Gordon,sore left big toe (DTD),2009,2018,G,4-Jun,215,25-Dec-88,Indiana University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5371,01/10/17,Bulls,Dwyane Wade,rest (DTD),2004,2018,G,4-Jun,220,17-Jan-82,Marquette University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5372,01/10/17,Pistons,Jon Leuer,sore right knee (DTD),2012,2018,F,10-Jun,228,14-May-89,University of Wisconsin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5373,01/10/17,Spurs,LaMarcus Aldridge,gastroenteritis (DTD),2007,2018,F-C,11-Jun,260,19-Jul-85,University of Texas at Austin,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5374,01/10/17,Timberwolves,Zach LaVine,bruised left hip (DTD),2015,2017,G,5-Jun,189,10-Mar-95,"University of California, Los Angeles",FALSE,FALSE,FALSE,FALSE,No Index,No Index
5375,01/11/17,Celtics,Avery Bradley,strained Achilles (DTD),2011,2018,G,2-Jun,180,26-Nov-90,University of Texas at Austin,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5376,01/11/17,Celtics,Jaylen Brown,sprained right ankle (DTD),2017,2018,F-G,7-Jun,225,24-Oct-96,University of California,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5377,01/11/17,Mavericks,Andrew Bogut,strained right hamstring (DTD),2006,2018,C,Jul-00,260,28-Nov-84,University of Utah,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5378,01/12/17,Bulls,Denzel Valentine,flu (DTD),2017,2018,G,6-Jun,212,16-Nov-93,Michigan State University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5379,01/12/17,Hornets,Jeremy Lamb,sore foot (DTD),2013,2018,G-F,5-Jun,185,30-May-92,University of Connecticut,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5380,01/13/17,Blazers,Maurice Harkless,strained left calf (DTD),2013,2018,F-G,9-Jun,215,11-May-93,St. John's University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5381,01/13/17,Heat,Willie Reed,bruised sternum (DTD),2016,2018,F-C,10-Jun,220,16-May-90,Saint Louis University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5382,01/13/17,Pistons,Michael Gbinije,arm injury (DTD),2017,2017,G,7-Jun,200,5-Jun-92,Syracuse University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5383,01/13/17,Raptors,Patrick Patterson,sore left knee (DTD),2011,2018,F,9-Jun,230,14-Mar-89,University of Kentucky,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5384,01/13/17,Spurs,Dejounte Murray,sprained right ankle (DTD),2017,2018,G,5-Jun,170,19-Sep-96,University of Washington,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5385,01/14/17,Spurs,Patty Mills,tightness in left calf (DTD),2010,2018,G,Jun-00,185,11-Aug-88,Saint Mary's College of California,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5386,01/14/17,Suns,Brandon Knight,sprained right wrist (DTD),2012,2017,G,3-Jun,189,2-Dec-91,University of Kentucky,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5387,01/15/17,Bulls,Dwyane Wade,rest (DTD),2004,2018,G,4-Jun,220,17-Jan-82,Marquette University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5388,01/15/17,Hawks,Mike Muscala,sore/sprained left ankle (DTD),2014,2018,F-C,11-Jun,240,1-Jul-91,Bucknell University,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5389,01/15/17,Jazz,Rodney Hood,bruised right knee (DTD),2015,2018,G-F,8-Jun,206,20-Oct-92,Duke University,FALSE,FALSE,FALSE,FALSE,No Index,No Index
5390,01/16/17,76ers,Nerlens Noel,sprained left ankle (DTD),2015,2018,C-F,11-Jun,228,10-Apr-94,University of Kentucky,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
5391,01/16/17,76ers,T.J. McConnell,sprained right wrist (DTD),2016,2018,G,2-Jun,200,25-Mar-92,University of Arizona,TRUE,FALSE,FALSE,FALSE,Strain/Sprain,3175
